image_id,question,answer,choices,steps,category ,probabilities,image_path,gpt-4.1-steps,gpt-4.1-answers
ocr_b1.png,ما هو عنوان الكتاب على أقصى اليسار؟,أ,"['أ. سيطيب بها قلبك', 'ب. أحلام لا تموت', 'ج.  أما بعد', 'د. لاشيء مما سبق']","الخطوة 1: تحديد موقع الكتاب المطلوب في الصورة، وهو الكتاب الموجود على أقصى اليسار.
الإجراء 1: النظر إلى غلاف الكتاب الموجود على أقصى اليسار.

الخطوة 2: قراءة العنوان المكتوب على غلاف الكتاب.
الإجراء 2: استخدام التعرف الضوئي على الحروف (OCR) لقراءة العنوان المكتوب على الغلاف.

الخطوة 3: مقارنة العنوان المقروء مع الخيارات المتاحة.
الإجراء 3: مطابقة العنوان ""سيطيب بها قلبك"" مع الخيار ""أ. سيطيب بها قلبك"".

الخطوة 4: التأكد من عدم وجود أي خطأ في المطابقة.
الإجراء 4: التحقق من أن العنوان المقروء يتطابق تمامًا مع الخيار ""أ"" دون أي اختلافات.",OCR,"أ. يطيب بها قلبك: 95%
ب. أحلام لا تموت: 1%
ج. أما بعد: 1%
د. لاشيء مما سبق: 3%",ocr_b1.png,"الخطوة 1: تحديد الكتاب المقصود في السؤال، وهو الكتاب الموجود على أقصى اليسار من بين الكتب الثلاثة الظاهرة في الصورة.
الإجراء 1: النظر إلى غلاف الكتاب الموجود في أقصى اليسار وقراءة عنوانه بوضوح.
الخطوة 2: مطابقة العنوان الظاهر على الغلاف مع الخيارات المتوفرة في السؤال.
الإجراء 2: ملاحظة أن عنوان الكتاب على أقصى اليسار هو ""سيطيب بها قلبك""، ومقارنته مع الخيارات الأربع.
الخطوة 3: التأكد من عدم وجود أي تشابه أو تطابق بين العنوان المذكور وعناوين الكتب الأخرى في وسط الصورة (""أحلام لا تموت"") أو على اليمين (""أما بعد"").
الإجراء 3: استبعاد الاختيارات (ب) و(ج) لأنها تخص الكتب في المنتصف واليمين، والخيار (د) لأنه ينفي وجود العنوان بين الخيارات، وهو غير صحيح. إذن الجواب هو الخيار (أ).",أ. سيطيب بها قلبك
ocr_b10.png,ما هو عنوان الكتاب الذي يظهر في طبعته الثانية؟,أ,"['أ. في كل قلب مقبرة', 'ب. بين المقابر', 'ج.  همسات القبور', 'د. عبرات الليل']","الخطوة 1: ملاحظة الغلاف الأيسر في الصورة حيث يظهر عنوان الكتاب 'في كل قلب مقبرة'.
الإجراء 1: التحقق من وجود أي إشارة إلى الطبعة الثانية على الغلاف الأيسر.
الخطوة 2: ملاحظة وجود ختم دائري في الزاوية السفلية اليمنى من الغلاف الأيسر مكتوب عليه 'الطبعة الثانية'.
الإجراء 2: مطابقة هذه الملاحظة مع الخيارات المتاحة.
الخطوة 3: مقارنة العنوان 'في كل قلب مقبرة' مع الخيارات المتاحة.
الإجراء 3: تحديد الخيار 'أ. في كل قلب مقبرة' كالإجابة الصحيحة بناءً على تطابق العنوان ووجود إشارة الطبعة الثانية.",OCR,"أ. في كل قلب مقبرة: 95%
ب. بين المقابر: 1%
ج. همسات القبور: 2%
د. عبرات الليل: 2%",ocr_b10.png,"الخطوة 1: ملاحظة أن السؤال يطلب عنوان الكتاب الذي يظهر في طبعته الثانية.
الإجراء 1: البحث في الصور عن إشارة تدل على الطبعة الثانية.
الخطوة 2: ملاحظة صورة الغلاف الأيسر عليه ختم أو دائرة مكتوب بها 'الطبعة الثانية' بوضوح.
الإجراء 2: تجاهل الغلاف الأيمن، حيث تظهر عليه عبارة 'الطبعة الأولى' في الأسفل.
الخطوة 3: قراءة عنوان الكتاب الموجود على الغلاف الذي يحمل ختم 'الطبعة الثانية'.
الإجراء 3: العنوان هو: 'في كل قلب مقبرة'.
الخطوة 4: مقارنة عنوان الغلاف مع الاختيارات المقدمة.
الإجراء 4: اختيار الإجابة (أ) لأنها تطابق العنوان المكتوب على الغلاف ذو الطبعة الثانية.",في كل قلب مقبرة
ocr_b11.png,من هو مؤلف الكتاب الذي يظهر في طبعته الأولى؟,ب,"['أ. ندى ناصر', 'ب. هنوف الجاسر', 'ج.  أدهم الشرقاوي', 'د. غير مذكور على الغلاف']","الخطوة 1: ملاحظة الغلاف الأيمن للكتاب الذي يظهر عليه عبارة ""الطبعة الأولى"".
الإجراء 1: التركيز على اسم المؤلف الموجود على الغلاف الأيمن.
الخطوة 2: قراءة اسم المؤلف المكتوب على الغلاف الأيمن.
الإجراء 2: مطابقة الاسم مع الخيارات المتاحة.
الخطوة 3: تحديد الخيار الذي يتطابق مع اسم المؤلف الموجود على الغلاف الأيمن.
الإجراء 3: اختيار ""ب. هنوف الجاسر"" كإجابة صحيحة لأن الاسم يتطابق مع المؤلف المذكور على الغلاف الأيمن.",OCR,"أ. ندى ناصر: 0%
ب. هنوف الجاسر: 100%
ج. أدهم الشرقاوي: 0%
د. غير مذكور على الغلاف: 0%",ocr_b11.png,"الخطوة 1: ملاحظة وجود صورتين لغلافين لكتابين مختلفين. 
الإجراء 1: تحديد أي غلاف يُظهر أنه الطبعة الأولى من خلال النص الواضح أسفل الغلاف.
الخطوة 2: الغلاف الأول (يسار) مكتوب عليه ""الطبعة الثانية"" في أسفل زاوية الغلاف، ومؤلفه هو ""ندى ناصر"".
الخطوة 3: الغلاف الثاني (يمين) مكتوب عليه بوضوح ""الطبعة الأولى"" في الزاوية السفلى اليسرى.
الإجراء 2: نركز على الكتاب الذي يحمل عبارة ""الطبعة الأولى"".
الخطوة 4: اسم المؤلف على غلاف الطبعة الأولى (الغلاف الثاني) هو ""هنوف الجاسر"".
الإجراء 3: مطابقة اسم المؤلف بالاختيارات.
الخطوة 5: التأكد من أن اسم المؤلف مكتوب بوضوح على الغلاف ولا يوجد ما يشير إلى أنه غير مذكور.
الإجراء 4: إقصاء خيار ""غير مذكور على الغلاف"".",ب. هنوف الجاسر
ocr_b12.jpg,ما عنوان الكتاب الظاهر في الصورة وهل هو مترجم للغة العربية أم أنه كتب بالعربية؟,أ,"['أ. عالم صوفي وهو كتاب مترجم', 'ب. عالم صوفي وهو كتاب كتب باللغة العربية', 'ج.  تاريخ الفلسفة وهو كتاب مترجم', 'د. تاريخ الفلسفة وهو كتاب كتب باللغة العربية']","الخطوة 1: قراءة عنوان الكتاب الظاهر في الصورة، وهو ""عالم صوفي"".
الإجراء 1: التأكد من أن العنوان يتطابق مع الخيارات المتاحة.

الخطوة 2: ملاحظة اسم المؤلف ""جوستاين غاردر"".
الإجراء 2: التحقق من أن هذا الاسم يشير إلى كاتب غير عربي، مما يعني أن الكتاب مترجم.

الخطوة 3: التحقق من وجود أي إشارات أخرى تدل على أن الكتاب مترجم، مثل اسم دار النشر ""دار المنى"".
الإجراء 3: التأكد من أن دار النشر معروفة بترجمة الكتب الأجنبية إلى العربية.

الخطوة 4: مطابقة المعلومات المستخلصة مع الخيارات المتاحة.
الإجراء 4: اختيار الخيار أ الذي يطابق العنوان والمعلومات حول الترجمة.",OCR,"أ. عالم صوفي وهو كتاب مترجم: 90%
ب. عالم صوفي وهو كتاب كتب باللغة العربية: 5%
ج. تاريخ الفلسفة وهو كتاب مترجم: 3%
د. تاريخ الفلسفة وهو كتاب كتب باللغة العربية: 2%",ocr_b12.jpg,"الخطوة 1: قراءة العنوان الظاهر على غلاف الكتاب في الصورة، وهو 'عالم صوفي'.
الإجراء 1: مطابقة هذا العنوان مع الخيارات المتاحة لاستبعاد الخيارات التي تتكلم عن كتاب 'تاريخ الفلسفة' مباشرة، مما يستبعد الخيار ج والخيار د.

الخطوة 2: قراءة اسم المؤلف أعلى الغلاف، وهو 'جوستاين غاردر'.
الإجراء 2: التحقق من أن جوستاين غاردر هو مؤلف نرويجي مشهور، وليس عربياً، مما يوحي بأن الكتاب مترجم من لغة غير العربية.

الخطوة 3: التحقق من وجود عبارة تدل على أن الكتاب مترجم.
الإجراء 3: عدم وجود ما يشير صراحة على الغلاف إلى أنه مترجم، لكن اسم المؤلف يكفي للاستنتاج كما في الخطوة 2، وذلك لأن جوستاين غاردر أصله نرويجي وكتابه كتب أصلاً باللغة النرويجية.

الخطوة 4: التحقق إذا كان هناك خيار عن كون الكتاب 'عالم صوفي' مترجم، وهل هناك خيار يتطابق مع هذه المعطيات.
الإجراء 4: مراجعة الاختيارات مرة أخرى والتأكد أن (أ. عالم صوفي وهو كتاب مترجم) هو الخيار الصحيح لمعرفتنا بأن الأصل غير عربي وأن هذه النسخة مترجمة.",أ. عالم صوفي وهو كتاب مترجم
ocr_b13.jpg,ما هو المجال الذي يناقشه هذا الكتاب؟,أ,"['أ. تاريخ الفلسفة', 'ب. الفيزياء', 'ج.  التاريخ', 'د. علم النفس']","الخطوة 1: قراءة العنوان والنص الموجود على غلاف الكتاب.
لإجراء 1: ملاحظة أن العنوان هو 'عالم صوفي' والنص الإضافي هو 'رواية حول تاريخ الفلسفة'.
الخطوة 2: تحليل النص المكتوب على الغلاف.
الإجراء 2: التركيز على عبارة 'تاريخ الفلسفة' التي تشير بوضوح إلى المجال الذي يناقشه الكتاب.
الخطوة 3: مقارنة المعلومات المستخلصة مع الخيارات المتاحة.
الإجراء 3: مطابقة 'تاريخ الفلسفة' مع الخيار 'أ. تاريخ الفلسفة'.
الخطوة 4: استبعاد الخيارات الأخرى.
الإجراء 4: استبعاد 'ب. الفيزياء' و'ج.  التاريخ' و'د. علم النفس' لأنها لا تتطابق مع النص الموجود على الغلاف.
الخطوة 5: تأكيد الإجابة الصحيحة.
الإجراء 5: اختيار 'أ. تاريخ الفلسفة' كالإجابة الصحيحة بناءً على النص الواضح على الغلاف.",OCR,أ. تاريخ الفلسفة: 95%\nب. الفيزياء: 1%\nج. التاريخ: 2%\nد. علم النفس: 2%,ocr_b13.jpg,"الخطوة 1: قراءة عنوان الكتاب ""عالم صوفي"" والملاحظة أنه كتاب معروف. 
الإجراء 1: الاستفادة من المعلومات البصرية والنصية المتواجدة على الغلاف.
الخطوة 2: ملاحظة الجملة الصغيرة المكتوبة تحت العنوان والتي تقول ""رواية حول تاريخ الفلسفة"".
الإجراء 2: مقارنة هذه الجملة مع الخيارات المتاحة، وتحديد الخيار الذي يتوافق مع محتوى الجملة.
الخطوة 3: استبعاد الخيارات الأخرى (الفيزياء، التاريخ، علم النفس) لأنها لم تذكر في العنوان أو في وصف الكتاب.
الإجراء 3: اختيار الإجابة التي تتطابق مع قرينة ""تاريخ الفلسفة"" الموجودة حرفياً على الغلاف.",أ. تاريخ الفلسفة
ocr_b14.jpg,من هو مؤلف هذا الكتاب؟,أ,"['أ. جبران خليل جبران', 'ب. ميخائيل نعيمة', 'ج.  أحمد أمين', 'د. أحمد شوقي']","الخطوة 1: ملاحظة عنوان الكتاب 'الأجنحة المتكسرة' واسم المؤلف المكتوب على الغلاف 'جبران خليل جبران'.
الإجراء 1: التحقق من أن اسم المؤلف المكتوب يتطابق مع أحد الخيارات المتاحة.
الخطوة 2: مقارنة الاسم 'جبران خليل جبران' مع الخيارات المتاحة.
الإجراء 2: تحديد الخيار الذي يتطابق مع الاسم الموجود على الغلاف.
الخطوة 3: استبعاد الخيارات الأخرى التي لا تتطابق مع الاسم المكتوب.
الإجراء 3: اختيار الخيار 'أ. جبران خليل جبران' كالإجابة الصحيحة بناءً على المعلومات المتوفرة على الغلاف.",OCR,"أ. جبران خليل جبران: 95%
ب. ميخائيل نعيمة: 1%
ج. أحمد أمين: 1%
د. أحمد شوقي: 1%",ocr_b14.jpg,"الخطوة 1: قراءة عنوان الكتاب على الغلاف وهو 'الأجنحة المتكسرة'.
الإجراء 1: التأكد أن عنوان الكتاب يطابق أحد أشهر أعمال الأدب العربي المعروفة.
الخطوة 2: ملاحظة وجود اسم المؤلف مكتوب أسفل العنوان: 'جبران خليل جبران'.
الإجراء 2: ربط اسم المؤلف بالاختيارات المتاحة لمطابقة الإجابة الصحيحة.
الخطوة 3: مقارنة اسم المؤلف مع قائمة الخيارات (أ، ب، ج، د).
الإجراء 3: إيجاد أن الخيار (أ. جبران خليل جبران) هو نفسه الاسم المكتوب على الغلاف، بينما باقي الأسماء هي كتاب عرب آخرون لم يؤلفوا هذا الكتاب.
الخطوة 4: التحقق من صحة المعلومة بمراجعة المعرفة الأدبية حول كتاب 'الأجنحة المتكسرة' وهو فعلاً من تأليف جبران خليل جبران.",أ. جبران خليل جبران
ocr_b15.jpg,في الصورة يظهر كتاب الخيميائي، لأي طبعة تعود هذه النسخة,ب,"['أ. الطبعة الخامسة والعشرون', 'ب. الطبعة السادسة والعشرون', 'ج.  الطبعة السادسة عشر', 'د. الطبعة السادسة ']","الخطوة 1: ملاحظة النص الموجود في الزاوية العلوية اليسرى من غلاف الكتاب والذي يشير إلى الطبعة.
الإجراء 1: قراءة النص الذي يظهر بوضوح في الصورة والذي يذكر 'الطبعة السادسة والعشرون'.
الخطوة 2: مقارنة النص المقروء مع الخيارات المتاحة.
الإجراء 2: مطابقة النص 'الطبعة السادسة والعشرون' مع الخيار 'ب. الطبعة السادسة والعشرون'.
الخطوة 3: التأكد من عدم وجود أي نص آخر يشير إلى طبعة مختلفة.
الإجراء 3: التحقق من أن النص الوحيد الذي يشير إلى الطبعة هو 'الطبعة السادسة والعشرون'.",OCR,"أ. الطبعة الخامسة والعشرون: 0%
ب. الطبعة السادسة والعشرون: 100%
ج. الطبعة السادسة عشر: 0%
د. الطبعة السادسة: 0%",ocr_b15.jpg,"الخطوة 1: البحث في الصورة عن أية معلومات نصية تشير إلى رقم الطبعة، خاصة في الجزء العلوي الأيسر حيث توضع مثل هذه المعلومات عادةً.
الإجراء 1: قراءة النص الموجود في الزاوية العلوية اليسرى للصورة.
الخطوة 2: ملاحظة العبارة 'الطبعة السادسة والعشرون' المدونة في هذا الموقع على الغلاف.
الإجراء 2: مطابقة هذه العبارة مع الخيارات المتوفرة في السؤال وهي: أ. الخامسة والعشرون، ب. السادسة والعشرون، ج. السادسة عشر، د. السادسة.
الخطوة 3: القيام بالمقارنة بين ما تم استخراجه من الصورة (السادسة والعشرون) وبين الخيارات المطروحة.
الإجراء 3: استبعاد جميع الخيارات التي لا تحتوي على رقم الطبعة السادسة والعشرون.
الخطوة 4: التأكد النهائي بأن اختيار 'الطبعة السادسة والعشرون' متواجد بين الخيارات، وهو الخيار (ب).",ب. الطبعة السادسة والعشرون
ocr_b16.jpg,من هو مؤلف هذا الكتاب؟,أ,"['أ. غابرييل غارسيا ماركيز', 'ب. إرنست همنغواي', 'ج.  دوستويفسكي', 'د. فرانس كافكا']","الخطوة 1: ملاحظة عنوان الكتاب الموجود على الغلاف وهو 'مئة عام من العزلة'.
الإجراء 1: التحقق من المؤلفين المعروفين لهذا الكتاب.

الخطوة 2: ملاحظة اسم المؤلف المكتوب على الغلاف وهو 'غابرييل غارسيا ماركيز'.
الإجراء 2: مطابقة الاسم مع الخيارات المتاحة.

الخطوة 3: التحقق من الخيارات المتاحة:
- أ. غابرييل غارسيا ماركيز
- ب. إرنست همنغواي
- ج. دوستويفسكي
- د. فرانس كافكا

الإجراء 3: اختيار الخيار الذي يتطابق مع الاسم الموجود على الغلاف.

الخطوة 4: التأكد من أن 'غابرييل غارسيا ماركيز' هو المؤلف المعروف لكتاب 'مئة عام من العزلة'.
الإجراء 4: تأكيد الإجابة الصحيحة بناءً على المعلومات المتوفرة.",OCR,"أ. غابرييل غارسيا ماركيز: 95%
ب. إرنست همنغواي: 1%
ج. دوستويفسكي: 1%
د. فرانس كافكا: 1%",ocr_b16.jpg,"الخطوة 1: ملاحظة عنوان الكتاب المكتوب بشكل واضح وهو ""مئة عامٍ من العزلة"". الخطوة 2: البحث عن اسم المؤلف على الغلاف حيث يظهر بشكل بارز في أعلى الغلاف: ""غابرييل غارسيا ماركيز"". الإجراء 1: مطابقة الاسم المرئي على الغلاف مع الخيارات المطروحة في السؤال. الخطوة 3: استبعاد الخيارات الأخرى بناءً على عدم وجود أسمائها على الغلاف وعدم ارتباطها بهذا العنوان الأدبي الشهير. الإجراء 2: تأكيد أن الاسم الموافق للغلاف هو المؤلف الصحيح.",غابرييل غارسيا ماركيز
ocr_b17.jpg,من هو مؤلف هذا الكتاب؟,أ,"['أ. ألكسندر دوما', 'ب. تولستوي', 'ج.  فولتير', 'د. فيكتور هوغو']","الخطوة 1: ملاحظة عنوان الكتاب 'الفرسان الثلاثة' على الغلاف.
الإجراء 1: التعرف على أن 'الفرسان الثلاثة' هو عمل معروف لألكسندر دوما.
الخطوة 2: ملاحظة اسم المؤلف المكتوب على الغلاف 'الكسندر دوماس'.
الإجراء 2: مطابقة الاسم مع الخيارات المتاحة.
الخطوة 3: التحقق من الخيارات المتاحة: أ. ألكسندر دوما، ب. تولستوي، ج. فولتير، د. فيكتور هوغو.
الإجراء 3: اختيار الخيار الذي يتطابق مع اسم المؤلف على الغلاف.
الخطوة 4: التأكد من عدم وجود أي معلومات متناقضة على الغلاف.
الإجراء 4: تأكيد أن الخيار 'أ. ألكسندر دوما' هو الصحيح بناءً على المعلومات المتوفرة.",OCR,"أ. ألكسندر دوما: 95%
ب. تولستوي: 1%
ج. فولتير: 1%
د. فيكتور هوغو: 3%",ocr_b17.jpg,"الخطوة 1: قراءة عنوان الكتاب الموجود على الغلاف ""الفرسان الثلاثة"". 
الإجراء 1: تحديد أن هذا هو عنوان رواية مشهورة عالميًا.
الخطوة 2: ملاحظة اسم المؤلف المكتوب أسفل العنوان ""ألكسندر دوماس"".
الإجراء 2: مطابقة هذا الاسم مع الخيارات المعطاة (أ، ب، ج، د).
الخطوة 3: استخدام الخلفية المعرفية بأن رواية ""الفرسان الثلاثة"" (The Three Musketeers) كُتبت من قبل ألكسندر دوما، وليست من تأليف تولستوي أو فولتير أو فيكتور هوغو.
الإجراء 3: استبعاد باقي الخيارات لأنها مؤلفون لم يكتبوا هذا العمل.
الخطوة 4: التأكد بصريًا من وضوح اسم المؤلف على الغلاف، وعدم وجود اختلاف أو معلومات مضللة.
الإجراء 4: التأكيد النهائي على أن المؤلف هو ألكسندر دوماس بناءً على الأدلة النصية على الغلاف ومعلومات الخلفية المعتمدة.",ألكسندر دوما
ocr_b18.jpg,ما هو عنوان هذا الكتاب؟,أ,"['أ. هكذا تكلم زرادشت', 'ب. أصل الفلسفة', 'ج.  حديث الحكماء', 'د. رحلة العقل']","الخطوة 1: ملاحظة النص الموجود على غلاف الكتاب.
الإجراء 1: قراءة العنوان المكتوب على الغلاف وهو 'هكذا تكلم زرادشت'.
الخطوة 2: مقارنة العنوان المقروء مع الخيارات المتاحة.
الإجراء 2: مطابقة العنوان 'هكذا تكلم زرادشت' مع الخيار 'أ. هكذا تكلم زرادشت'.
الخطوة 3: التأكد من عدم وجود أي عنوان آخر على الغلاف يمكن أن يتطابق مع الخيارات الأخرى.
الإجراء 3: تأكيد أن العنوان الوحيد المطابق هو الخيار 'أ'.",OCR,أ. هكذا تكلم زرادشت: 100%\nب. أصل الفلسفة: 0%\nج. حديث الحكماء: 0%\nد. رحلة العقل: 0%,ocr_b18.jpg,"الخطوة 1: ملاحظة النص الكبير في منتصف غلاف الكتاب؛ حيث يوجد مكتوب بخط واضح وكبير: ""هكذا تكلم زرادشت""، ويليه بخط أصغر ""للمجتمع لا للفرد"". الإجراء 1: التركيز على النص الأكبر على الغلاف عادة يكون هو عنوان الكتاب. 
الخطوة 2: مقارنة النص الموجود مع الخيارات الأربعة المتوفرة في السؤال. الإجراء 2: ملاحظة أن 'هكذا تكلم زرادشت' هو نفسه الخيار (أ).
الخطوة 3: التأكد من عدم وجود عنوان آخر بارز أو مختلف يمكن أن يتناسب مع الخيارات الأخرى. الإجراء 3: ملاحظة غياب أي نص آخر بارز يمكن أن يكون عنوان الكتاب مما يؤكد الاختيار المطابق.
الخطوة 4: التركيز على اسم المؤلف ""فريدريش نيتشه"" ومطابقته مع العمل الشهير له، وهو ""هكذا تكلم زرادشت""، مما يدعم صحة الخيار الأول.",أ. هكذا تكلم زرادشت
